Data,À vista R$,À vista US$
30/01/2004,"225,26","76,83"
02/02/2004,"225,22","76,5"
03/02/2004,"223,64","76,64"
04/02/2004,"222,6","76,26"
05/02/2004,"222,35","75,84"
06/02/2004,"222,2","75,73"
09/02/2004,"218,27","74,62"
10/02/2004,"218,24","74,71"
11/02/2004,"217,84","74,94"
12/02/2004,"216,39","74,72"
13/02/2004,"215,67","74,22"
16/02/2004,"213,06","73,27"
17/02/2004,"210,43","72,09"
18/02/2004,"210,42","71,55"
19/02/2004,"210,42","71,09"
20/02/2004,"210,45","71,1"
25/02/2004,"210,32","71,51"
26/02/2004,"209,45","71,39"
27/02/2004,"209,24",72
01/03/2004,"208,67","72,05"
02/03/2004,"208,65","72,15"
03/03/2004,"208,66","72,25"
04/03/2004,"208,65","72,2"
05/03/2004,"208,77","72,77"
08/03/2004,"208,72","72,57"
09/03/2004,"208,72","72,45"
10/03/2004,"208,89","72,03"
11/03/2004,"209,15","71,9"
12/03/2004,"209,73","72,29"
15/03/2004,"210,35","72,41"
16/03/2004,"210,92","72,81"
17/03/2004,"211,77","72,72"
18/03/2004,"213,02","73,25"
19/03/2004,"213,45","73,55"
22/03/2004,"213,97","73,45"
23/03/2004,"214,5","73,58"
24/03/2004,"215,4","73,52"
25/03/2004,"216,84","73,83"
26/03/2004,"217,43","73,98"
29/03/2004,"218,47","74,31"
30/03/2004,"221,02","75,98"
31/03/2004,"221,08","76,34"
01/04/2004,"221,25","76,56"
02/04/2004,"221,42","76,48"
05/04/2004,"221,43","76,99"
06/04/2004,"221,42","76,99"
07/04/2004,"221,31","77,08"
08/04/2004,"220,77","76,52"
12/04/2004,"220,68","76,57"
13/04/2004,"219,84","75,99"
14/04/2004,"218,71","75,76"
15/04/2004,"216,72","74,27"
16/04/2004,"216,08","74,28"
19/04/2004,"214,1","73,65"
20/04/2004,"214,01","73,09"
22/04/2004,"212,72","72,65"
23/04/2004,"210,65","72,39"
26/04/2004,"206,77","71,03"
27/04/2004,"205,74","70,53"
28/04/2004,"202,9","68,78"
29/04/2004,"199,98","67,4"
30/04/2004,"199,27","67,96"
03/05/2004,"197,76","66,36"
04/05/2004,"195,98","65,99"
05/05/2004,"194,08","65,68"
06/05/2004,"192,23","64,05"
07/05/2004,"189,23","61,8"
10/05/2004,"187,79","59,81"
11/05/2004,"185,15","60,19"
12/05/2004,"183,49","58,4"
13/05/2004,"182,07","58,1"
14/05/2004,"181,11","58,57"
17/05/2004,"179,86","57,57"
18/05/2004,"178,69","57,07"
19/05/2004,"178,47","56,95"
20/05/2004,"177,84","55,35"
21/05/2004,"177,77","55,64"
24/05/2004,"177,6","55,85"
25/05/2004,"177,6","56,58"
26/05/2004,"176,8","55,93"
27/05/2004,"176,73","56,64"
28/05/2004,"176,68","57,18"
31/05/2004,"176,4","55,3"
01/06/2004,"175,41","55,42"
02/06/2004,"175,29","55,91"
03/06/2004,"175,23","55,54"
04/06/2004,"174,61","55,75"
07/06/2004,"173,62","55,79"
08/06/2004,"173,28","55,72"
09/06/2004,"172,63","55,22"
11/06/2004,"172,65","54,97"
14/06/2004,"172,27","54,34"
15/06/2004,172,"55,04"
16/06/2004,"171,92","54,75"
17/06/2004,"171,62","54,86"
18/06/2004,"170,79","54,39"
21/06/2004,"169,98","54,24"
22/06/2004,"168,71","53,83"
23/06/2004,"167,78","53,76"
24/06/2004,"167,09",54
25/06/2004,"166,61","53,55"
28/06/2004,"166,26","53,14"
29/06/2004,"165,52","53,25"
30/06/2004,"163,99","53,12"
01/07/2004,"162,89","52,99"
02/07/2004,"161,83","53,2"
05/07/2004,"160,55","53,09"
06/07/2004,"159,27","52,25"
07/07/2004,"158,78","52,32"
08/07/2004,"158,77","51,9"
09/07/2004,"158,77","52,21"
12/07/2004,"157,96","52,05"
13/07/2004,"157,48","51,8"
14/07/2004,"155,73","51,46"
15/07/2004,"154,68","51,3"
16/07/2004,"154,67","51,54"
19/07/2004,"154,22","51,49"
20/07/2004,"153,28","50,99"
21/07/2004,"152,78","50,46"
22/07/2004,"152,76","50,23"
23/07/2004,"152,77","49,99"
26/07/2004,"152,35","49,51"
27/07/2004,"151,64","49,49"
28/07/2004,"150,71","49,35"
29/07/2004,"150,64","49,6"
30/07/2004,"149,99","49,37"
02/08/2004,"148,89","48,86"
03/08/2004,"148,64","48,69"
04/08/2004,"148,21","48,51"
05/08/2004,"148,2","48,29"
06/08/2004,"148,02","48,82"
09/08/2004,"147,99","48,68"
10/08/2004,"148,01","48,86"
11/08/2004,"148,01","48,73"
12/08/2004,"148,02","48,77"
13/08/2004,"148,04",49
16/08/2004,"148,02","49,21"
17/08/2004,148,"49,4"
18/08/2004,"148,15","49,63"
19/08/2004,"148,15","49,58"
20/08/2004,"148,72","50,14"
23/08/2004,"149,18","50,33"
24/08/2004,"149,87","50,7"
25/08/2004,"150,98","51,14"
26/08/2004,"151,7","51,32"
27/08/2004,"152,45","51,59"
30/08/2004,"152,87","51,89"
31/08/2004,"154,06","52,6"
01/09/2004,"154,4","52,64"
02/09/2004,"155,96","53,05"
03/09/2004,"156,41","53,42"
06/09/2004,"156,46","53,71"
08/09/2004,"157,1","54,15"
09/09/2004,"157,27","54,23"
10/09/2004,"157,23","54,16"
13/09/2004,"157,24","54,02"
14/09/2004,"156,77","53,89"
15/09/2004,"156,74","54,01"
16/09/2004,"156,44","54,23"
17/09/2004,"156,29","54,48"
20/09/2004,"154,87","53,85"
21/09/2004,"154,23","53,76"
22/09/2004,"153,27","53,18"
23/09/2004,"152,19","52,82"
24/09/2004,"151,6","52,82"
27/09/2004,"151,11","52,6"
28/09/2004,"150,31","52,43"
29/09/2004,"149,9","52,52"
30/09/2004,"148,29","51,87"
01/10/2004,"146,05","51,44"
04/10/2004,"146,07","51,69"
05/10/2004,"144,17","50,94"
06/10/2004,"142,86","50,27"
07/10/2004,"141,46","49,62"
08/10/2004,"141,33","49,96"
11/10/2004,"141,33","50,12"
13/10/2004,"139,84","49,24"
14/10/2004,"139,19","48,46"
15/10/2004,"139,15","48,7"
18/10/2004,"138,81","48,55"
19/10/2004,"137,79","47,86"
20/10/2004,"136,64","47,58"
21/10/2004,"133,94","46,88"
22/10/2004,"133,88","46,63"
25/10/2004,"133,97","46,47"
26/10/2004,"133,93","46,73"
27/10/2004,"133,88","46,78"
28/10/2004,"134,03","46,75"
29/10/2004,"134,45","47,03"
01/11/2004,"134,62","47,19"
03/11/2004,"134,96","47,71"
04/11/2004,"135,09","47,9"
05/11/2004,"135,21","47,95"
08/11/2004,"135,22","47,68"
09/11/2004,"135,29","47,87"
10/11/2004,"135,22","47,83"
11/11/2004,"134,5","47,71"
12/11/2004,"134,23","48,11"
16/11/2004,"133,61","47,98"
17/11/2004,"133,51","48,34"
18/11/2004,"133,44","48,05"
19/11/2004,"133,46","47,9"
22/11/2004,"133,43","48,43"
23/11/2004,"132,64","48,34"
24/11/2004,"131,94","47,89"
25/11/2004,"128,95","46,98"
26/11/2004,"127,13","46,5"
29/11/2004,"125,75","45,76"
30/11/2004,"125,2","46,06"
01/12/2004,"123,11","45,41"
02/12/2004,"122,55","44,84"
03/12/2004,"121,08","44,69"
06/12/2004,"119,22","43,85"
07/12/2004,"118,93","43,28"
08/12/2004,"118,98","43,12"
09/12/2004,"119,01","42,79"
10/12/2004,119,"42,88"
13/12/2004,"119,04","43,07"
14/12/2004,"118,83","42,98"
15/12/2004,"118,49","43,48"
16/12/2004,"118,51","43,27"
17/12/2004,"118,7","43,79"
20/12/2004,"118,72","44,37"
21/12/2004,"118,79","43,98"
22/12/2004,"118,81","43,91"
23/12/2004,"118,92","44,01"
27/12/2004,"119,09","44,27"
28/12/2004,"119,26","44,33"
29/12/2004,"119,27","44,72"
30/12/2004,"119,27","44,94"
03/01/2005,"119,26","44,6"
04/01/2005,"119,59","44,29"
05/01/2005,"119,52","44,13"
06/01/2005,"119,8","43,99"
07/01/2005,"119,94","44,24"
10/01/2005,"119,95","44,38"
11/01/2005,"120,28","44,2"
12/01/2005,"120,92","44,77"
13/01/2005,"120,93","44,81"
14/01/2005,"120,99","44,78"
17/01/2005,"121,31","44,9"
18/01/2005,"121,88","44,84"
19/01/2005,"122,49","45,2"
20/01/2005,"122,52","45,08"
21/01/2005,"122,64","45,63"
24/01/2005,"123,11","45,92"
25/01/2005,"123,24","45,85"
26/01/2005,"123,66","46,42"
27/01/2005,"123,96","46,5"
28/01/2005,"125,3","47,34"
31/01/2005,"125,71","48,14"
01/02/2005,"126,2","48,35"
02/02/2005,"126,65","48,43"
03/02/2005,"127,29","48,9"
04/02/2005,"127,48","48,77"
09/02/2005,"128,19","49,21"
10/02/2005,"128,83","49,19"
11/02/2005,"129,72","49,81"
14/02/2005,"129,93","50,36"
15/02/2005,"130,3","50,4"
16/02/2005,"130,25","50,47"
17/02/2005,"130,32","50,85"
18/02/2005,"129,61","50,35"
21/02/2005,"127,43","49,43"
22/02/2005,"126,34","48,61"
23/02/2005,"125,54","48,4"
24/02/2005,"124,22","47,2"
25/02/2005,"123,05",47
28/02/2005,"122,91","47,46"
01/03/2005,"121,43","46,38"
02/03/2005,"119,37","45,17"
03/03/2005,"117,82","43,93"
04/03/2005,"117,06","44,07"
07/03/2005,"117,14","43,73"
08/03/2005,"117,37","43,57"
09/03/2005,"117,39","43,41"
10/03/2005,"118,12","43,52"
11/03/2005,"118,39","43,53"
14/03/2005,"119,11","43,27"
15/03/2005,"119,11","43,06"
16/03/2005,"119,53","43,25"
17/03/2005,"119,66","44,02"
18/03/2005,"120,31","44,28"
21/03/2005,"120,55","44,21"
22/03/2005,"120,6","44,7"
23/03/2005,"121,23","44,08"
24/03/2005,"121,65","44,4"
28/03/2005,"122,35","44,93"
29/03/2005,"123,29","45,7"
30/03/2005,"124,04","46,35"
31/03/2005,"124,36","46,61"
01/04/2005,"124,38","46,76"
04/04/2005,"125,16","47,39"
05/04/2005,"125,16","47,66"
06/04/2005,"125,39","48,21"
07/04/2005,"125,76","48,44"
08/04/2005,"126,18","48,79"
11/04/2005,"126,16","48,79"
12/04/2005,"126,64","49,2"
13/04/2005,"126,63","49,41"
14/04/2005,"126,71","49,17"
15/04/2005,"126,96","48,48"
18/04/2005,"126,68","48,59"
19/04/2005,"125,54","48,75"
20/04/2005,"125,14","48,84"
22/04/2005,"125,14","49,33"
25/04/2005,"124,43","49,32"
26/04/2005,"124,38","49,04"
27/04/2005,"122,75","48,79"
28/04/2005,"122,47","47,97"
29/04/2005,"122,37","48,39"
02/05/2005,"121,7","48,47"
03/05/2005,"120,98","48,53"
04/05/2005,"118,57","48,04"
05/05/2005,"116,95","47,44"
06/05/2005,"116,91","47,49"
09/05/2005,"116,1","47,41"
10/05/2005,"115,55","46,71"
11/05/2005,"114,43","46,59"
12/05/2005,"113,54",46
13/05/2005,"113,53","45,91"
16/05/2005,"112,44","45,39"
17/05/2005,"111,43","44,9"
18/05/2005,"110,34","44,85"
19/05/2005,"109,46","44,71"
20/05/2005,"109,04","44,67"
23/05/2005,"107,91","44,44"
24/05/2005,"106,84","43,99"
25/05/2005,"105,23","43,67"
27/05/2005,"105,13","44,1"
30/05/2005,"105,11","44,33"
31/05/2005,"105,09","43,63"
01/06/2005,"105,15","43,04"
02/06/2005,"106,08","43,94"
03/06/2005,"106,74","43,98"
06/06/2005,"108,04","44,1"
07/06/2005,"108,99","44,25"
08/06/2005,"110,81","45,01"
09/06/2005,"113,12","45,28"
10/06/2005,"114,98","46,49"
13/06/2005,"116,26","47,47"
14/06/2005,"117,93","48,43"
15/06/2005,"120,12","49,33"
16/06/2005,"121,29","50,41"
17/06/2005,"121,92","51,06"
20/06/2005,"122,2","51,04"
21/06/2005,"122,27","51,52"
22/06/2005,"122,8","51,55"
23/06/2005,"122,75","51,17"
24/06/2005,"123,46","51,88"
27/06/2005,"123,98","52,2"
28/06/2005,"123,91","52,35"
29/06/2005,"123,42","52,41"
30/06/2005,"123,34","52,84"
01/07/2005,"123,73","52,5"
04/07/2005,"124,45","52,6"
05/07/2005,"124,18","52,24"
06/07/2005,"123,37","51,49"
07/07/2005,"122,77","51,65"
08/07/2005,"122,31","51,5"
11/07/2005,"122,1","52,16"
12/07/2005,"121,59","51,89"
13/07/2005,"120,68","51,24"
14/07/2005,"120,36","51,5"
15/07/2005,"118,86","50,84"
18/07/2005,"117,75","50,36"
19/07/2005,"116,24","49,63"
20/07/2005,"114,72","48,92"
21/07/2005,"113,51","48,16"
22/07/2005,"112,53","46,93"
25/07/2005,"111,83","45,42"
26/07/2005,"111,13","45,34"
27/07/2005,"111,02","45,52"
28/07/2005,"111,95","46,51"
29/07/2005,"112,79","47,39"
01/08/2005,"112,83","47,67"
02/08/2005,"112,96","48,23"
03/08/2005,"113,1","48,94"
04/08/2005,"113,73","49,36"
05/08/2005,"113,86","49,29"
08/08/2005,"113,7","48,82"
09/08/2005,"113,81","49,59"
10/08/2005,"113,29","49,71"
11/08/2005,"112,22","47,84"
12/08/2005,"112,49","47,38"
15/08/2005,"113,34","48,64"
16/08/2005,"113,43","48,13"
17/08/2005,"112,25","47,69"
18/08/2005,"110,42","46,37"
19/08/2005,"109,35","44,63"
22/08/2005,"109,77","46,03"
23/08/2005,"109,42","45,4"
24/08/2005,"107,99","44,28"
25/08/2005,"106,81","44,54"
26/08/2005,"106,82","44,45"
29/08/2005,"107,03","44,87"
30/08/2005,"106,94","44,86"
31/08/2005,"106,31","45,08"
01/09/2005,"105,13","44,51"
02/09/2005,"104,54","44,85"
05/09/2005,"103,88","44,43"
06/09/2005,"103,9","44,69"
08/09/2005,"103,97","44,8"
09/09/2005,"104,91","45,41"
12/09/2005,"105,71","45,53"
13/09/2005,"106,35","45,68"
14/09/2005,"106,43","45,72"
15/09/2005,"106,9","46,56"
16/09/2005,"107,43","46,73"
19/09/2005,"107,49","46,82"
20/09/2005,"107,38","46,69"
21/09/2005,"107,03","47,05"
22/09/2005,"106,7","46,88"
23/09/2005,"105,86","46,72"
26/09/2005,"105,78","46,99"
27/09/2005,"105,03","46,49"
28/09/2005,"104,85","46,91"
29/09/2005,"104,86","47,36"
30/09/2005,"103,88","46,58"
03/10/2005,"103,65","46,48"
04/10/2005,"103,8","45,91"
05/10/2005,"103,82","45,77"
06/10/2005,"103,4","45,12"
07/10/2005,"103,66","46,07"
10/10/2005,"103,78","46,35"
11/10/2005,"104,33","46,7"
13/10/2005,"104,48","46,29"
14/10/2005,"104,55","46,55"
17/10/2005,"105,45","47,14"
18/10/2005,"105,5","47,08"
19/10/2005,"105,76",47
20/10/2005,"105,8","47,02"
21/10/2005,"105,84","46,71"
24/10/2005,"105,18","46,52"
25/10/2005,"105,6","46,66"
26/10/2005,"105,29","46,2"
27/10/2005,"105,13","45,89"
28/10/2005,"105,14","46,44"
31/10/2005,"105,21","46,72"
01/11/2005,"105,3","46,88"
03/11/2005,"104,91","47,24"
04/11/2005,"104,68","47,3"
07/11/2005,"103,9","47,16"
08/11/2005,"103,87","47,32"
09/11/2005,"103,5","47,5"
10/11/2005,"103,49","47,71"
11/11/2005,"103,72","47,95"
14/11/2005,"103,84","46,99"
16/11/2005,"103,77","47,08"
17/11/2005,"103,3","47,17"
18/11/2005,"103,37","46,37"
21/11/2005,"103,4","46,51"
22/11/2005,"103,44","46,03"
23/11/2005,"103,61","46,23"
24/11/2005,"104,07","46,4"
25/11/2005,"104,06","46,58"
28/11/2005,"104,3","47,34"
29/11/2005,"104,03","47,52"
30/11/2005,"104,17","47,22"
01/12/2005,"104,18","46,91"
02/12/2005,"104,19","47,16"
05/12/2005,"104,31","47,5"
06/12/2005,"104,15","47,84"
07/12/2005,"104,39","47,56"
08/12/2005,"104,52",47
09/12/2005,"105,35","46,76"
12/12/2005,"105,69","46,77"
13/12/2005,"106,18","46,88"
14/12/2005,"107,62","47,18"
15/12/2005,"108,24","47,06"
16/12/2005,"108,38","46,37"
19/12/2005,"109,86","46,12"
20/12/2005,"110,95","47,29"
21/12/2005,"113,08","49,01"
22/12/2005,"113,15","48,56"
23/12/2005,"113,48","48,96"
26/12/2005,"114,02","48,79"
27/12/2005,"114,45","48,95"
28/12/2005,"114,44","48,8"
29/12/2005,"114,8","49,38"
02/01/2006,"114,91","49,11"
03/01/2006,"115,89","49,72"
04/01/2006,"117,82","51,45"
05/01/2006,"119,8","52,36"
06/01/2006,"121,27","53,14"
09/01/2006,"124,19","55,2"
10/01/2006,"126,68","55,98"
11/01/2006,"130,22","57,01"
12/01/2006,"132,61","58,55"
13/01/2006,"136,76","60,09"
16/01/2006,"139,97","61,55"
17/01/2006,"141,77","61,35"
18/01/2006,"142,96","61,54"
19/01/2006,"143,76","61,75"
20/01/2006,"143,78","63,12"
23/01/2006,"143,81","63,69"
24/01/2006,"143,66","64,02"
25/01/2006,"142,62","63,47"
26/01/2006,"142,07","63,68"
27/01/2006,"141,55","63,88"
30/01/2006,"140,41","63,36"
31/01/2006,"139,6","63,02"
01/02/2006,"138,79","62,4"
02/02/2006,"138,08","62,03"
03/02/2006,"137,91","62,43"
06/02/2006,"137,94","63,13"
07/02/2006,"137,89","63,05"
08/02/2006,"138,28","63,26"
09/02/2006,138,"63,6"
10/02/2006,"137,92","63,67"
13/02/2006,"137,76","63,99"
14/02/2006,"137,17","64,16"
15/02/2006,"136,75","63,99"
16/02/2006,"136,35","64,44"
17/02/2006,"135,85","63,93"
20/02/2006,"135,63","64,07"
21/02/2006,"135,65","62,92"
22/02/2006,"136,06","63,55"
23/02/2006,"135,91","63,45"
24/02/2006,"135,6","63,36"
01/03/2006,"135,97","64,26"
02/03/2006,"136,08","64,43"
03/03/2006,"135,94","64,37"
06/03/2006,"135,69","63,35"
07/03/2006,"135,66","62,55"
08/03/2006,"135,3","61,89"
09/03/2006,"135,77","62,83"
10/03/2006,"135,81","63,49"
13/03/2006,"135,22","63,37"
14/03/2006,"134,98","63,49"
15/03/2006,"135,45","63,86"
16/03/2006,"135,21","64,08"
17/03/2006,"135,35","63,67"
20/03/2006,"135,36","62,99"
21/03/2006,"135,24","62,21"
22/03/2006,"135,26","62,85"
23/03/2006,"134,09","62,02"
24/03/2006,"134,13","62,27"
27/03/2006,"134,1","61,77"
28/03/2006,"133,98","60,65"
29/03/2006,"133,94","60,5"
30/03/2006,"134,03","61,23"
31/03/2006,"134,14","61,96"
03/04/2006,"133,51","62,42"
04/04/2006,"132,26","61,95"
05/04/2006,"131,06","61,41"
06/04/2006,"130,36","61,2"
07/04/2006,"129,73","60,34"
10/04/2006,"129,71","60,14"
11/04/2006,"128,97","60,26"
12/04/2006,"128,92","60,44"
13/04/2006,"128,8","60,24"
17/04/2006,"128,65","60,23"
18/04/2006,"128,52","60,71"
19/04/2006,"128,12","60,6"
20/04/2006,"127,98","60,34"
24/04/2006,"127,8","60,45"
25/04/2006,"127,69","60,03"
26/04/2006,"127,38","60,14"
27/04/2006,"126,55","60,12"
28/04/2006,"125,98","60,36"
02/05/2006,"125,97","61,15"
03/05/2006,"124,63","60,06"
04/05/2006,"124,06","59,9"
05/05/2006,"123,79","60,24"
08/05/2006,"123,76","59,79"
09/05/2006,"123,24","59,8"
10/05/2006,"123,19","59,8"
11/05/2006,"122,98","58,53"
12/05/2006,"122,94","57,34"
15/05/2006,"122,93","56,24"
16/05/2006,"122,89","57,53"
17/05/2006,"122,78","55,71"
18/05/2006,"122,64","56,39"
19/05/2006,"122,77","55,6"
22/05/2006,"122,74","53,62"
23/05/2006,"123,03","53,65"
24/05/2006,"123,5","51,46"
25/05/2006,"124,76","54,38"
26/05/2006,"125,8","56,16"
29/05/2006,"126,21","55,48"
30/05/2006,"127,46","55,18"
31/05/2006,"127,98","55,09"
01/06/2006,"129,04","57,27"
02/06/2006,"130,25","57,2"
05/06/2006,"130,83","58,12"
06/06/2006,"131,05","58,07"
07/06/2006,"131,64","58,77"
08/06/2006,"131,82","58,02"
09/06/2006,"131,84","58,31"
12/06/2006,"132,36","57,8"
13/06/2006,"132,33","57,46"
14/06/2006,"132,42","58,03"
16/06/2006,"132,45",59
19/06/2006,"132,45","58,79"
20/06/2006,"132,47","58,98"
21/06/2006,"132,4","59,32"
22/06/2006,"132,44","59,02"
23/06/2006,"132,38","59,36"
26/06/2006,"132,43","59,36"
27/06/2006,"132,42","59,17"
28/06/2006,"132,32","59,6"
29/06/2006,"132,31","60,89"
30/06/2006,"132,28","61,1"
03/07/2006,"132,21","60,65"
04/07/2006,"131,78","60,76"
05/07/2006,"131,02","59,56"
06/07/2006,"130,8","60,14"
07/07/2006,"130,2","59,67"
10/07/2006,"129,74","59,51"
11/07/2006,"129,14","59,1"
12/07/2006,"128,71","58,5"
13/07/2006,"128,29","57,79"
14/07/2006,"127,97","57,82"
17/07/2006,"127,44","57,8"
18/07/2006,"126,29","57,59"
19/07/2006,"125,21","57,52"
20/07/2006,"124,79","56,9"
21/07/2006,"124,3","56,52"
24/07/2006,"123,84","56,5"
25/07/2006,"123,77","56,18"
26/07/2006,"123,89","56,57"
27/07/2006,"124,44","56,79"
28/07/2006,"124,87","57,44"
31/07/2006,"125,25","57,56"
01/08/2006,"125,77","57,4"
02/08/2006,"126,35","57,93"
03/08/2006,"127,59","58,61"
04/08/2006,"127,83","58,53"
07/08/2006,"128,96","59,02"
08/08/2006,"130,86","60,08"
09/08/2006,"132,01","60,89"
10/08/2006,"133,43","61,77"
11/08/2006,"133,53","61,68"
14/08/2006,"133,57","61,78"
15/08/2006,"133,61","62,41"
16/08/2006,"133,66","62,52"
17/08/2006,"133,67","62,43"
18/08/2006,"133,77","62,31"
21/08/2006,"133,68","62,7"
22/08/2006,"132,94","62,18"
23/08/2006,"132,2","61,43"
24/08/2006,"131,58","61,09"
25/08/2006,"131,35","60,9"
28/08/2006,"131,26","61,34"
29/08/2006,"131,09","61,31"
30/08/2006,"130,86","61,21"
31/08/2006,"130,29","60,74"
01/09/2006,"130,13","60,84"
04/09/2006,"129,94","61,18"
05/09/2006,"130,13","61,04"
06/09/2006,"130,2","60,5"
08/09/2006,"130,36","60,38"
11/09/2006,"130,32","59,89"
12/09/2006,"129,55","59,76"
13/09/2006,"129,52","60,02"
14/09/2006,"129,57","59,9"
15/09/2006,"129,23","60,05"
18/09/2006,"129,28","60,21"
19/09/2006,"128,99","59,64"
20/09/2006,"128,75","59,14"
21/09/2006,"128,45","58,15"
22/09/2006,"128,31","58,14"
25/09/2006,"128,19","57,77"
26/09/2006,"127,96","58,35"
27/09/2006,"127,57","58,33"
28/09/2006,"126,98","58,46"
29/09/2006,"126,98","58,49"
02/10/2006,"127,04","58,87"
03/10/2006,"127,21","58,51"
04/10/2006,"127,82","59,12"
05/10/2006,"128,26","59,41"
06/10/2006,"128,75","59,52"
09/10/2006,"128,94","59,8"
10/10/2006,"129,19",60
11/10/2006,"129,35","59,94"
13/10/2006,"129,83","60,75"
16/10/2006,"129,8","60,94"
17/10/2006,"129,98","60,96"
18/10/2006,"129,53","60,58"
19/10/2006,"129,21","60,35"
20/10/2006,"129,01","60,26"
23/10/2006,"128,56","60,13"
24/10/2006,"128,44","59,74"
25/10/2006,"127,96","59,63"
26/10/2006,"127,79","59,77"
27/10/2006,"127,09","59,55"
30/10/2006,"126,98","59,06"
31/10/2006,"126,85","59,19"
01/11/2006,"126,38","58,94"
03/11/2006,"126,38","59,06"
06/11/2006,"126,61","59,25"
07/11/2006,"126,48","59,16"
08/11/2006,"126,56",59
09/11/2006,"126,68","59,17"
10/11/2006,"127,02","59,02"
13/11/2006,"127,1","58,6"
14/11/2006,"127,25","59,21"
16/11/2006,"127,47","59,18"
17/11/2006,"127,8","59,17"
20/11/2006,"127,93","59,2"
21/11/2006,128,"59,18"
22/11/2006,"128,33","59,25"
23/11/2006,"128,41","59,23"
24/11/2006,"128,63","59,28"
27/11/2006,"128,69","58,74"
28/11/2006,"129,43","59,16"
29/11/2006,"130,21","60,03"
30/11/2006,"130,78","60,43"
01/12/2006,"130,82","60,34"
04/12/2006,"130,88","60,48"
05/12/2006,131,"60,87"
06/12/2006,"131,25","61,16"
07/12/2006,"131,52","61,37"
08/12/2006,"132,01","61,69"
11/12/2006,"132,05","61,77"
12/12/2006,"132,41","61,53"
13/12/2006,"133,11","62,03"
14/12/2006,"133,28","62,05"
15/12/2006,"133,5","62,18"
18/12/2006,"133,55","62,15"
19/12/2006,"133,63","61,81"
20/12/2006,"133,67","61,94"
21/12/2006,"133,71","61,99"
22/12/2006,"133,71","62,28"
26/12/2006,"133,71","62,36"
27/12/2006,"133,72","62,31"
28/12/2006,"133,75","62,62"
02/01/2007,"133,75","62,76"
03/01/2007,"133,79","62,52"
04/01/2007,"133,93","62,47"
05/01/2007,"134,2","62,36"
08/01/2007,"135,08","62,8"
09/01/2007,"135,96","63,24"
10/01/2007,"136,71","63,62"
11/01/2007,"137,48","64,09"
12/01/2007,"138,82","64,84"
15/01/2007,"139,04","64,91"
16/01/2007,"139,92","65,38"
17/01/2007,"140,29","65,74"
18/01/2007,"141,37","66,22"
19/01/2007,"141,53","66,41"
22/01/2007,142,"66,48"
23/01/2007,"142,07","66,61"
24/01/2007,"142,68","67,02"
25/01/2007,"143,26","67,13"
26/01/2007,"143,62","67,17"
29/01/2007,"143,82","67,36"
30/01/2007,"143,82","67,51"
31/01/2007,"143,99","67,79"
01/02/2007,"144,27","68,63"
02/02/2007,"144,53","68,66"
05/02/2007,"144,55","69,03"
06/02/2007,"144,56","69,3"
07/02/2007,"144,33","68,93"
08/02/2007,"144,25","68,92"
09/02/2007,"143,81","68,22"
12/02/2007,"143,79","68,02"
13/02/2007,"143,56","68,1"
14/02/2007,"143,38","68,54"
15/02/2007,"142,74","68,2"
16/02/2007,"142,75","68,2"
21/02/2007,"142,73","68,72"
22/02/2007,"142,45","68,42"
23/02/2007,"141,7","67,83"
26/02/2007,"141,48","67,89"
27/02/2007,"141,42","66,71"
28/02/2007,"140,36","66,18"
01/03/2007,"139,39","65,78"
02/03/2007,"139,15","65,27"
05/03/2007,"138,88","65,05"
06/03/2007,"138,61","65,48"
07/03/2007,"138,15","65,38"
08/03/2007,"137,26","65,14"
09/03/2007,"137,29","65,41"
12/03/2007,137,"65,62"
13/03/2007,"136,98","65,11"
14/03/2007,"136,69","65,18"
15/03/2007,"135,82","64,98"
16/03/2007,"135,49","64,73"
19/03/2007,"134,96","64,91"
20/03/2007,"134,34","64,68"
21/03/2007,"134,06","65,08"
22/03/2007,"134,06","65,05"
23/03/2007,"133,92","64,95"
26/03/2007,"133,84","64,97"
27/03/2007,"133,4","64,66"
28/03/2007,133,"64,28"
29/03/2007,"132,44","64,79"
30/03/2007,"132,01","64,05"
02/04/2007,"131,91","64,41"
03/04/2007,"131,94","64,77"
04/04/2007,"132,14","64,97"
05/04/2007,"132,19","65,05"
09/04/2007,"132,21","65,29"
10/04/2007,"132,25","65,21"
11/04/2007,"132,7","65,11"
12/04/2007,"133,58","65,67"
13/04/2007,"135,14","66,87"
16/04/2007,"135,41","66,47"
17/04/2007,"135,63","66,62"
18/04/2007,"136,47","67,13"
19/04/2007,"137,21","67,62"
20/04/2007,"137,21","67,69"
23/04/2007,"137,88","67,72"
24/04/2007,"137,9","67,76"
25/04/2007,"138,55","68,56"
26/04/2007,"138,62","68,39"
27/04/2007,"138,65","68,23"
30/04/2007,"138,66","68,11"
02/05/2007,"138,7","68,53"
03/05/2007,"138,7","68,43"
04/05/2007,"138,64","68,13"
07/05/2007,"138,35","68,46"
08/05/2007,"137,34","67,92"
09/05/2007,"135,67","67,2"
10/05/2007,"135,19","66,83"
11/05/2007,"134,1","66,45"
14/05/2007,"133,14","66,27"
15/05/2007,"130,89","66,04"
16/05/2007,"129,58","66,35"
17/05/2007,"128,77","65,97"
18/05/2007,"127,08","64,81"
21/05/2007,"124,31","64,11"
22/05/2007,"121,97","62,74"
